interaction_ID	ligand_gene_name	receptor_gene_name	sending_cell_type	receiving_cell_type	mean_e_s_l_control	mean_e_s_l_case	mean_e_r_r_control	mean_e_r_r_case	log2FC_rho_s	log2FC_rho_r	log2FC_rho	log2FC_phi_s_l	log2FC_phi_r_r	log2FC_phi	log2FC_p_s_l	log2FC_p_r_r	log2FC_p	log2FC_weights	log10_cum_weight	frac_samples_controls	frac_samples_cases	passed_log10_cum_weight_filter	passed_frac_samples_filter	passed_log10_meanexpr_control_filter	passed_log10_meanexpr_case_filter	passed_log10_meanexpr_per_condition_filter	passed_QC_filter	p.value	p.adj	passed_FDR_threshold	passed_log2FC_threshold	sign
Mono:LRPAP1_B:CD320	LRPAP1	CD320	Mono	B	1.37681940894525	1.13680229591241	1.46019344443447	1.06596515383019	-0.454699466932972	-0.678136123787268	-2.09948774146217	-0.260375439357688	-0.912570842077492	-1.26152215388904	-0.276357966827602	-0.438541945377834	-0.750979549125142	-3.80823418871916	0.0609455870539521	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00756022005394399	0.091202451965853	TRUE	TRUE	TRUE
Mono:SIGLEC9_B:IFNGR1	SIGLEC9	IFNGR1	Mono	B	1.21386675325638	0.886389804963065	1.62433500851491	1.39370591294122	-0.454699466932972	-0.678136123787268	-2.09948774146217	-0.51548057334358	0.532238728416715	-1.17609158341472	-0.434363212061468	-0.220923040641277	-0.681793943430253	-5.8854069462334	0.0198949848246715	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.000513136224816739	0.0297474920545774	TRUE	TRUE	TRUE
Mono:TCTN1_B:CEP290	TCTN1	CEP290	Mono	B	1.17675530354565	0.682968463666221	1.53837796228356	1.39585029501457	-0.454699466932972	-0.678136123787268	-2.09948774146217	-1.50203480002786	0.204110347911222	-0.799335319251308	-0.737146305239594	-0.140265780149501	-1.03999524649108	-3.61842835707501	0.0483941718775859	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.000616566786563223	0.0331538900994686	TRUE	TRUE	TRUE
Mono:ITGB1_B:CD81	ITGB1	CD81	Mono	B	1.39175045311438	1.38454503634833	1.87020512418014	1.58064157458215	-0.454699466932972	-0.678136123787268	-2.09948774146217	0.457392607981822	-0.0651180842628877	0.39100497495529	-0.00748857059010831	-0.242686253601739	-0.272020092886982	-2.40328610306468	0.0894694052627397	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00290742754315185	0.0731541074607485	TRUE	TRUE	TRUE
Mono:ITGA5_B:CD9	ITGA5	CD9	Mono	B	1.27478549027975	1.21815248623129	1.76330152166842	1.108485223429	-0.454699466932972	-0.678136123787268	-2.09948774146217	0.62601694507753	-2.80899178387851	-2.62538360746814	-0.0655597648102	-0.649282700184671	-0.797781814581206	-3.98601564923844	0.0297184920666331	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00312452516722217	0.0759172450769808	TRUE	TRUE	TRUE
Mono:IL11RA_B:CD40	IL11RA	CD40	Mono	B	1.14636605029481	0.921874563414	1.73089483683082	1.503806287853	-0.454699466932972	-0.678136123787268	-2.09948774146217	0.0198053582671456	-0.113231471007825	0.0925401357695455	-0.297199834946756	-0.202899335362979	-0.476350822189463	-3.44310824384467	0.0436126973406468	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00455591810740933	0.0787074956271188	TRUE	TRUE	TRUE
Mono:TSPAN5_B:TSPAN13	TSPAN5	TSPAN13	Mono	B	1.13553332868961	0.787935030767234	1.84066931963037	1.4048703726882	-0.454699466932972	-0.678136123787268	-2.09948774146217	-0.500582760725355	-2.01834225059462	-3.03393679636661	-0.507939567214573	-0.389793447372839	-0.889438565351544	-4.03430794737745	0.0394052938026778	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00862478704160869	0.093580893500888	TRUE	TRUE	TRUE
Mono:HLA-DRA_B:CD9	HLA-DRA	CD9	Mono	B	2.94369327297932	2.34272946669175	1.76330152166842	1.108485223429	-0.454699466932972	-0.678136123787268	-2.09948774146217	-0.218242408406355	-2.80899178387851	-3.14293508756752	-0.329436988723411	-0.649282700184671	-1.01439116544079	-4.98035092082876	0.152205906017948	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00190761222623765	0.0588833891419331	TRUE	TRUE	TRUE
Mono:CD2_B:CD53	CD2	CD53	Mono	B	1.00893527803512	0.893842100738926	1.68923143300921	1.40165577183994	-0.454699466932972	-0.678136123787268	-2.09948774146217	-3.03774703097991	-0.339305727120247	-4.82885662508861	-0.174741726654247	-0.269234912007179	-0.456548167744733	-7.69564944172099	0.0681175521985926	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	2.443807756875e-05	0.00350253333255913	TRUE	TRUE	TRUE
Mono:CD320_B:TMEM167A	CD320	TMEM167A	Mono	B	1.09454648041152	0.889150196360562	1.58403766731416	1.36925585422508	-0.454699466932972	-0.678136123787268	-2.09948774146217	-2.18493487113417	-0.697680385190038	-10.6969359536456	-0.282648556172645	-0.210214593517782	-0.487313472273113	-14.2693442363309	0.0610651580085415	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00426739484801054	0.0787074956271188	TRUE	TRUE	TRUE
Mono:IFITM1_B:CD81	IFITM1	CD81	Mono	B	1.2738512031955	0.867896870518417	1.87020512418014	1.58064157458215	-0.454699466932972	-0.678136123787268	-2.09948774146217	-0.752763315785877	-0.0651180842628877	-0.70161385758791	-0.533751198085841	-0.242686253601739	-0.797326062052027	-3.84405582145188	0.0442784847519529	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00377469894061277	0.0787074956271188	TRUE	TRUE	TRUE
Mono:SIGLEC7_B:CD320	SIGLEC7	CD320	Mono	B	1.21474877720413	1.0122089999515	1.46019344443447	1.06596515383019	-0.454699466932972	-0.678136123787268	-2.09948774146217	-0.408307885852874	-0.912570842077492	-0.738390143077192	-0.263150773113917	-0.438541945377834	-0.766727636738462	-3.73989196066412	0.0471790836674413	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.009556924591057	0.0938589735642145	TRUE	TRUE	TRUE
Mono:TCTN1_B:TCTN3	TCTN1	TCTN3	Mono	B	1.17675530354565	0.682968463666221	1.47991478783482	1.4004584844556	-0.454699466932972	-0.678136123787268	-2.09948774146217	-1.50203480002786	0.161866658430277	-9.8801090390686	-0.737146305239594	-0.0796148927293123	-0.958091236064215	-13.3771503148016	0.0339633978484398	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00427723498273459	0.0787074956271188	TRUE	TRUE	TRUE
Mono:NRG1_B:HLA-DPB1	NRG1	HLA-DPB1	Mono	B	1.2848676248115	0.61914351829649	2.78025003737042	2.55039046402852	-0.454699466932972	-0.678136123787268	-2.09948774146217	-1.81594232823306	-0.00746521655062957	-1.59629975189974	-0.996560595246082	-0.12449649509051	-1.11111246841347	-4.97001357827826	0.082333878196388	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.000942012739327994	0.0410501685681614	TRUE	TRUE	TRUE
Mono:THBS1_B:TGFB1	THBS1	TGFB1	Mono	B	1.86177344078057	1.41693046742635	1.61264604047052	1.52872773490593	-0.454699466932972	-0.678136123787268	-2.09948774146217	-0.670312043377537	1.01896187065607	0.206323650720376	-0.393908558928374	-0.0770983294082516	-0.481416553523285	-2.56749037978465	0.0338627728836294	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00225507577892068	0.0631129355132812	TRUE	TRUE	TRUE
Mono:ACVR1_B:TGFBR1	ACVR1	TGFBR1	Mono	B	1.16804370804492	0.813113914220966	1.48990037495251	1.15723228469586	-0.454699466932972	-0.678136123787268	-2.09948774146217	0.588417755866598	0.0996160788609506	1.19317691687652	-0.502477556741067	-0.34954370431087	-0.853660820983533	-3.02537866681775	0.0154421910291604	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00449884705966739	0.0787074956271188	TRUE	TRUE	TRUE
Mono:AFDN_HSPC:NECTIN1	AFDN	NECTIN1	Mono	HSPC	1.15719059563727	0.918890484942465	0.604854473641712	0.587316658916303	-0.454699466932972	2.17786183936576	0.798867929954261	-0.502935031408146	-0.734948810101568	-2.86945651217392	-0.332661669976578	-0.0267708718326545	-0.455615743106603	-1.85793255070544	0.0114800830897149	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00165683137486865	0.053906532304455	TRUE	TRUE	TRUE
Mono:CTSG_HSPC:F2R	CTSG	F2R	Mono	HSPC	1.13410853921436	0.881786824221075	0.736771761947437	0.812692985771181	-0.454699466932972	2.17786183936576	0.798867929954261	-1.01583151518309	-1.64131336500873	-3.92482435801921	-0.34750259356732	0.141492673929454	-0.272119080669953	-1.13709475126487	0.0136966071457057	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00247948082021051	0.0659760953514719	TRUE	TRUE	TRUE
Mono:S100A8_HSPC:TLR4	S100A8	TLR4	Mono	HSPC	3.96425475698838	3.98352013038296	0.627549245590745	0.772571935392687	-0.454699466932972	2.17786183936576	0.798867929954261	-0.0117751529604287	5.46665556340975	10.6049706393551	0.00699418730106073	0.299940594957431	0.319900160814801	14.0109717979188	0.0596592517134778	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0103996206951347	0.0954598340662037	TRUE	TRUE	TRUE
Mono:S100A9_HSPC:TLR4	S100A9	TLR4	Mono	HSPC	4.57486630033264	4.61056945106781	0.627549245590745	0.772571935392687	-0.454699466932972	2.17786183936576	0.798867929954261	-0.0685670741166676	5.46665556340975	10.6510287522966	0.0112153673071587	0.299940594957431	0.257484896220022	14.2150655157605	0.0680486729305814	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0103092757900526	0.0954368461600065	TRUE	TRUE	TRUE
Mono:S100A12_HSPC:TLR4	S100A12	TLR4	Mono	HSPC	2.51802970035128	1.93540410464278	0.627549245590745	0.772571935392687	-0.454699466932972	2.17786183936576	0.798867929954261	-0.260961601863124	5.46665556340975	10.1579392704068	-0.379660473073705	0.299940594957431	-0.0815052013769867	13.6041719648103	0.0457420577984218	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0113659566059973	0.0978576193569294	TRUE	TRUE	TRUE
Mono:TCTN1_HSPC:TMEM67	TCTN1	TMEM67	Mono	HSPC	1.17675530354565	0.682968463666221	0.679887666946528	0.912734571491012	-0.454699466932972	2.17786183936576	0.798867929954261	-1.50203480002786	-1.47422814387427	-4.614116792413	-0.737146305239594	0.424898977406184	-0.437874480098776	-1.25593527924343	0.0151842219152993	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00206203993108644	0.0606427197914968	TRUE	TRUE	TRUE
Mono:CALR_HSPC:ITGA2B	CALR	ITGA2B	Mono	HSPC	1.42037847847668	1.37939199610294	1.08793026470874	0.890739349212098	-0.454699466932972	2.17786183936576	0.798867929954261	0.327250990041973	-3.33342314410683	-3.43188978469516	-0.042242905271723	-0.271485923655114	-0.382505093409541	-3.34967922589728	0.0261367425878192	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00845050188119917	0.0935765561544689	TRUE	TRUE	TRUE
Mono:ANXA1_HSPC:ADRA2A	ANXA1	ADRA2A	Mono	HSPC	2.38167957134875	2.62463282148768	0.735386245136861	0.489737330679467	-0.454699466932972	2.17786183936576	0.798867929954261	0.0594323182191551	-4.76722139294049	-5.5649401445619	0.140136280454646	-0.548529248403663	-0.501049298645942	-4.65029765782954	0.0267076726351105	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00706183701610505	0.089697355311299	TRUE	TRUE	TRUE
Mono:THBS3_HSPC:CD36	THBS3	CD36	Mono	HSPC	1.19284001885111	0.946220873401063	0.895683787395317	0.983792036780882	-0.454699466932972	2.17786183936576	0.798867929954261	0.102898694985932	-2.47636400512992	-3.39312084541951	-0.334151673024873	0.135363884872332	-0.303263767032913	-2.98498209274423	0.0106523365780886	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00329963622244793	0.0778336065180556	TRUE	TRUE	TRUE
Mono:SERPINF1_HSPC:PLXDC2	SERPINF1	PLXDC2	Mono	HSPC	1.0591455264004	0.447705321223777	0.896378552445499	0.956590423953484	-0.454699466932972	2.17786183936576	0.798867929954261	-3.17310743993763	-0.722132533926463	-10.716451837913	-1.159548670863	0.0937932190997594	-1.51867770470714	-12.5415371652744	0.0193570451733371	0.833333333333333	0	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00522320091253154	0.0807975898727434	TRUE	TRUE	TRUE
Mono:OCLN_HSPC:TGFBR1	OCLN	TGFBR1	Mono	HSPC	1.14113813829627	0.781070200969701	0.668576263264633	0.771417701801938	-0.454699466932972	2.17786183936576	0.798867929954261	0.0899152059503552	0.011823325555753	-2.11380323286959	-0.505183264284642	0.222546623751858	-0.39568673335766	1.06471650584884	0.0165704463295964	1	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00724051466936941	0.0902374544237041	TRUE	TRUE	TRUE
Mono:THBS1_HSPC:GP1BB	THBS1	GP1BB	Mono	HSPC	1.86177344078057	1.41693046742635	1.47785348272066	0.927552233571986	-0.454699466932972	2.17786183936576	0.798867929954261	-0.670312043377537	-2.866467577104	-4.113445543312	-0.393908558928374	-0.651868983637225	-1.0432501212189	-4.56300754568859	0.0392931207003933	1	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00728144796294048	0.090498567025679	TRUE	TRUE	TRUE
Mono:ICAM1_HSPC:ITGAX	ICAM1	ITGAX	Mono	HSPC	1.2692965750175	1.00768028624532	0.444083588303126	0.716514017409135	-0.454699466932972	2.17786183936576	0.798867929954261	0.782320411669826	5.65428096760625	9.82852308119426	-0.316077923280706	0.657658677843582	0.227409720742149	12.410306135848	0.0205896838941222	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00972647467026642	0.0941801725835803	TRUE	TRUE	TRUE
Mono:THBS1_HSPC:ITGA2B	THBS1	ITGA2B	Mono	HSPC	1.86177344078057	1.41693046742635	1.08793026470874	0.890739349212098	-0.454699466932972	2.17786183936576	0.798867929954261	-0.670312043377537	-3.33342314410683	-4.14990849624932	-0.393908558928374	-0.271485923655114	-0.707758396601148	-4.9170239120417	0.0354657473971443	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00350682173704141	0.0787074956271188	TRUE	TRUE	TRUE
Mono:PIK3R1_HSPC:EPOR	PIK3R1	EPOR	Mono	HSPC	1.33551220646933	1.22907162187413	0.644558120207874	0.800233527147048	-0.454699466932972	2.17786183936576	0.798867929954261	-0.0272618475082454	-3.73238261445917	-4.4822886873451	-0.119824173600998	0.312110620952158	0.159997667785509	-2.49656409405821	0.0125084871022601	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0117938005774861	0.0990583293496066	TRUE	TRUE	TRUE
Mono:CALM1_HSPC:PDE1B	CALM1	PDE1B	Mono	HSPC	1.89448639755868	1.79404485778498	0.3326955859151	0.782844450908848	-0.454699466932972	2.17786183936576	0.798867929954261	-0.0786588579929589	5.57049321509954	10.5990796912419	-0.0785908178686257	1.14311155840885	1.26697999193282	12.3038648519236	0.0191575390166235	0	0.857142857142857	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00105445267438163	0.0429461885096618	TRUE	TRUE	TRUE
Mono:CALM2_HSPC:PDE1B	CALM2	PDE1B	Mono	HSPC	1.8538085701478	1.56701609192383	0.3326955859151	0.782844450908848	-0.454699466932972	2.17786183936576	0.798867929954261	-0.353930909526688	5.57049321509954	10.1173342050094	-0.242472279484114	1.14311155840885	1.2447952631159	11.8744234513083	0.0143049410814006	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00879094712071026	0.093580893500888	TRUE	TRUE	TRUE
Mono:CALM3_HSPC:PDE1B	CALM3	PDE1B	Mono	HSPC	1.38923785503786	1.2767414599488	0.3326955859151	0.782844450908848	-0.454699466932972	2.17786183936576	0.798867929954261	0.205981114109658	5.57049321509954	10.5131328034785	-0.121827219071935	1.14311155840885	1.26733488936047	11.8124996185543	0.0137138090484115	0	0.857142857142857	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00104748422134835	0.0428163902390496	TRUE	TRUE	TRUE
Mono:HMGB1_HSPC:TLR4	HMGB1	TLR4	Mono	HSPC	2.09854371412108	2.00126372267691	0.627549245590745	0.772571935392687	-0.454699466932972	2.17786183936576	0.798867929954261	0.0566795796953221	5.46665556340975	10.6012636944561	-0.0684772205314787	0.299940594957431	0.208000142907753	14.0221980146276	0.0600944920809036	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0100654457375921	0.0951699451890498	TRUE	TRUE	TRUE
Mono:HEBP1_HSPC:ADRA2A	HEBP1	ADRA2A	Mono	HSPC	1.25097286983265	1.00198938165107	0.735386245136861	0.489737330679467	-0.454699466932972	2.17786183936576	0.798867929954261	-0.519200948465535	-4.76722139294049	-7.47861942388183	-0.320183281758379	-0.548529248403663	-0.9106918662042	-6.58556785454458	0.0155487757277682	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00508221988472559	0.0798659745243657	TRUE	TRUE	TRUE
Mono:HSP90B1_HSPC:TLR4	HSP90B1	TLR4	Mono	HSPC	1.60028852986903	1.57052223676001	0.627549245590745	0.772571935392687	-0.454699466932972	2.17786183936576	0.798867929954261	0.0905871428535424	5.46665556340975	10.3134985932138	-0.0270876745289696	0.299940594957431	0.277136493748477	13.7403557588145	0.0500189174038705	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0106777142038718	0.0961036717594101	TRUE	TRUE	TRUE
Mono:SYK_HSPC:LAT	SYK	LAT	Mono	HSPC	1.32319600240921	1.20450919485972	0.659629080825563	0.742218149647208	-0.454699466932972	2.17786183936576	0.798867929954261	-0.0514291864671676	-1.15653333487807	-1.3410066706787	-0.135581374294536	0.188747308453303	0.044292439777894	-2.24507060212314	0.0142439019295783	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.01258277689944	0.0995127250394721	TRUE	TRUE	TRUE
Mono:APP_HSPC:ADRA2A	APP	ADRA2A	Mono	HSPC	1.28763924766332	1.1392820736117	0.735386245136861	0.489737330679467	-0.454699466932972	2.17786183936576	0.798867929954261	-0.611948856306473	-4.76722139294049	-6.71963220963977	-0.176603469841798	-0.548529248403663	-0.6925936548981	-5.71945383995129	0.0129690450712816	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00575676623617336	0.0829367342686837	TRUE	TRUE	TRUE
Mono:CXCL16_HSPC:ADRA2A	CXCL16	ADRA2A	Mono	HSPC	1.41575051720819	1.18840151628222	0.735386245136861	0.489737330679467	-0.454699466932972	2.17786183936576	0.798867929954261	-0.609526026119092	-4.76722139294049	-5.85850880858959	-0.252544705854652	-0.548529248403663	-0.757070929121764	-4.90857094935298	0.0149307117415941	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00758688472120491	0.091202451965853	TRUE	TRUE	TRUE
Mono:NPTN_HSPC:EPOR	NPTN	EPOR	Mono	HSPC	1.25730197081635	1.10687705353676	0.644558120207874	0.800233527147048	-0.454699466932972	2.17786183936576	0.798867929954261	0.258650081948609	-3.73238261445917	-5.06783837539902	-0.183836205179732	0.312110620952158	0.0486573535353165	-3.09436703782472	0.010509938347239	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0089151687751652	0.093580893500888	TRUE	TRUE	TRUE
Mono:IFITM1_HSPC:CD81	IFITM1	CD81	Mono	HSPC	1.2738512031955	0.867896870518417	1.01740576795686	1.13920921821222	-0.454699466932972	2.17786183936576	0.798867929954261	-0.752763315785877	-0.318941306221631	-1.0266916819548	-0.533751198085841	0.16313754703543	-0.372820403792325	-3.67993304962971	0.0117707520781445	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00352879360945189	0.0787074956271188	TRUE	TRUE	TRUE
Mono:SYK_HSPC:EPOR	SYK	EPOR	Mono	HSPC	1.32319600240921	1.20450919485972	0.644558120207874	0.800233527147048	-0.454699466932972	2.17786183936576	0.798867929954261	-0.0514291864671676	-3.73238261445917	-6.07803641825262	-0.135581374294536	0.312110620952158	0.0992688316688728	-4.34358017910704	0.0126971222941692	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00710685331548688	0.0898483839868442	TRUE	TRUE	TRUE
Mono:LYN_HSPC:EPOR	LYN	EPOR	Mono	HSPC	1.64436589639084	1.62686746010843	0.644558120207874	0.800233527147048	-0.454699466932972	2.17786183936576	0.798867929954261	-0.0418921595372232	-3.73238261445917	-5.02434294800306	-0.0154346359828502	0.312110620952158	0.278047716519304	-2.92663340266299	0.0195474891628955	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00934867470278507	0.0936508197295197	TRUE	TRUE	TRUE
Mono:CRKL_HSPC:EPOR	CRKL	EPOR	Mono	HSPC	1.19963173683841	0.884877529737051	0.644558120207874	0.800233527147048	-0.454699466932972	2.17786183936576	0.798867929954261	0.33804530716533	-3.73238261445917	-4.18287145753977	-0.420108885803431	0.312110620952158	-0.110030254557827	-2.47339983233704	0.0103727045984885	0.833333333333333	0.142857142857143	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0106652385642648	0.0960943557656576	TRUE	TRUE	TRUE
Mono:NRG1_HSPC:HLA-DPB1	NRG1	HLA-DPB1	Mono	HSPC	1.2848676248115	0.61914351829649	1.39544315393562	1.45113013053	-0.454699466932972	2.17786183936576	0.798867929954261	-1.81594232823306	-1.01511539526189	-3.65887625045564	-0.996560595246082	0.0564535446766159	-1.15665684693132	-3.72995903172065	0.0192417658673679	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00245597550420912	0.0658139490222463	TRUE	TRUE	TRUE
Mono:CD36_HSPC:TLR4	CD36	TLR4	Mono	HSPC	1.58788633237875	1.67199529721568	0.627549245590745	0.772571935392687	-0.454699466932972	2.17786183936576	0.798867929954261	0.30410537105372	5.46665556340975	10.1452002277927	0.0744631476252371	0.299940594957431	0.477578450471665	13.6261143230493	0.0464069304659187	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0109868957217651	0.0968719263368431	TRUE	TRUE	TRUE
Mono:RPS27A_HSPC:TLR4	RPS27A	TLR4	Mono	HSPC	3.43149338894463	3.02568602537944	0.627549245590745	0.772571935392687	-0.454699466932972	2.17786183936576	0.798867929954261	-0.0490056971240611	5.46665556340975	10.6721718596211	-0.181574287965569	0.299940594957431	0.103089950155451	14.2405933252756	0.0691716513474712	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0103775281292242	0.0954368461600065	TRUE	TRUE	TRUE
Mono:UBA52_HSPC:TLR4	UBA52	TLR4	Mono	HSPC	3.1879601654548	3.0169574911447	0.627549245590745	0.772571935392687	-0.454699466932972	2.17786183936576	0.798867929954261	-0.0486881737693322	5.46665556340975	10.666097603294	-0.0795392334307339	0.299940594957431	0.205618702873099	14.1330681250918	0.0645545835708116	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0101157218650074	0.0952102554251819	TRUE	TRUE	TRUE
Mono:UBB_HSPC:TLR4	UBB	TLR4	Mono	HSPC	1.72247858891942	1.46713809324309	0.627549245590745	0.772571935392687	-0.454699466932972	2.17786183936576	0.798867929954261	-0.0184176931719323	5.46665556340975	10.3180972554023	-0.231481379817051	0.299940594957431	0.0532583697153814	13.5864270523418	0.0452109874559222	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0107407087898269	0.096287945584177	TRUE	TRUE	TRUE
Mono:UBC_HSPC:TLR4	UBC	TLR4	Mono	HSPC	2.69856021157215	2.98123181888828	0.627549245590745	0.772571935392687	-0.454699466932972	2.17786183936576	0.798867929954261	0.000271349502830854	5.46665556340975	10.6859894084516	0.143718685060978	0.299940594957431	0.328017380693906	14.1233603181747	0.0641521039423992	0	0.714285714285714	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.0101100594020117	0.0952102554251819	TRUE	TRUE	TRUE
Mono:TIMP1_Ery:CD63	TIMP1	CD63	Mono	Ery	2.0254780842878	1.89351923135836	0.91804802909709	0.785225113770133	-0.454699466932972	1.68481295771378	-1.5620097848257	-0.0667576693179573	-2.49826170525949	-2.80862278563685	-0.0971924012208241	-0.209412719412182	-0.310210784898017	-3.98390137066462	0.0330210768976668	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00775128345148815	0.0919943491553913	TRUE	TRUE	TRUE
Mono:F13A1_Ery:ITGA4	F13A1	ITGA4	Mono	Ery	1.23205346599981	0.876460026102903	1.05014077943703	1.03350889970062	-0.454699466932972	1.68481295771378	-1.5620097848257	-0.816679782211025	-1.54575559966527	-3.06480087638548	-0.471978227537065	-0.0076979223231524	-0.430707321987856	-3.65087210006968	0.0160328490412107	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00392292902594733	0.0787074956271188	TRUE	TRUE	TRUE
Mono:F13A1_Ery:ITGB1	F13A1	ITGB1	Mono	Ery	1.23205346599981	0.876460026102903	1.06575496149083	1.03479694825454	-0.454699466932972	1.68481295771378	-1.5620097848257	-0.816679782211025	-1.06487874739062	-3.25400626290574	-0.471978227537065	-0.0281367537335925	-0.471846559482615	-3.86672473898846	0.0169835451549655	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00332530983346162	0.0780327887862574	TRUE	TRUE	TRUE
Mono:FYN_Ery:SPN	FYN	SPN	Mono	Ery	1.32236543154712	1.11518017324525	1.03730812749009	0.823210817256943	-0.454699466932972	1.68481295771378	-1.5620097848257	-0.438745196277148	-1.74090332701199	-2.40085455713696	-0.245844099286019	-0.317895912652422	-0.597158920031713	-4.13523212330374	0.0254574831165367	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00441829144425134	0.0787074956271188	TRUE	TRUE	TRUE
Mono:RETN_Ery:CAP1	RETN	CAP1	Mono	Ery	1.71984905188527	1.59446747593184	0.498575679220085	0.627453229333041	-0.454699466932972	1.68481295771378	-1.5620097848257	-1.09997517459596	-1.93948868000343	-3.31763571262004	-0.109207277999493	0.349375181407847	0.0831301897592412	-2.9152986633672	0.0118769811821183	1	0.428571428571429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00434801536829117	0.0787074956271188	TRUE	TRUE	TRUE
Mono:THBS3_Ery:CD36	THBS3	CD36	Mono	Ery	1.19284001885111	0.946220873401063	1.38411050798739	1.63482890052911	-0.454699466932972	1.68481295771378	-1.5620097848257	0.102898694985932	-0.314584707265606	-0.917229709165732	-0.334151673024873	0.252945419100646	-0.108950269111689	-2.81080025303802	0.0113925970205727	1	0.285714285714286	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0.00617227702656013	0.0858018497645514	TRUE	TRUE	TRUE
